,prim_state,area,area_name,occ_code,occ_titl,tot_emp,a_mean,a_wpct10,a_wpct25,a_median,a_wpct75,a_wpct90,year,occ_title,a_pct10,a_pct25,a_pct75,a_pct90
5443,GA,12020,"Athens-Clarke County, GA",15-1121,,160,"67,760",,,"60,770",,,2010,Computer Systems Analysts,"44,170","50,420","80,190","110,330"
5444,GA,12020,"Athens-Clarke County, GA",15-1131,,130,"48,330",,,"41,250",,,2010,Computer Programmers,"26,070","28,760","50,090","73,610"
5445,GA,12020,"Athens-Clarke County, GA",15-1132,,110,"84,450",,,"90,160",,,2010,"Software Developers, Applications","55,770","66,860","101,480","107,960"
5446,GA,12020,"Athens-Clarke County, GA",15-1142,,120,"57,590",,,"51,230",,,2010,Network and Computer Systems Administrators*,"34,590","40,080","69,950","90,270"
5447,GA,12020,"Athens-Clarke County, GA",15-2031,,40,"61,210",,,"53,910",,,2010,Operations Research Analysts,"39,430","47,010","67,580","93,570"
5448,GA,12020,"Athens-Clarke County, GA",43-9011,,30,"28,780",,,"27,760",,,2010,Computer Operators,"16,180","22,430","36,080","41,740"
5449,GA,12020,"Athens-Clarke County, GA",43-9021,,80,"23,820",,,"22,970",,,2010,Data Entry Keyers,"16,890","19,900","27,150","33,150"
5450,GA,12020,"Athens-Clarke County, GA",43-9111,,0,"28,350",,,"26,770",,,2010,Statistical Assistants,"20,370","22,770","32,430","41,480"
5451,GA,12020,"Athens-Clarke County, GA",49-2011,,0,"29,370",,,"28,850",,,2010,"Computer, Automated Teller, and Office Machine Repairers","22,390","24,960","33,860","38,580"
5452,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",11-3021,,"7,900","119,460",,,"112,280",,,2010,Computer and Information Systems Managers,"71,440","89,560","139,790",145601
5453,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",13-1081,,"1,730","69,930",,,"68,000",,,2010,Logisticians,"45,940","54,530","82,650","97,100"
5454,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",13-1111,,"24,900","101,660",,,"87,910",,,2010,Management Analysts,"49,350","65,400","116,920",145601
5455,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",13-1161,,"6,070","62,580",,,"59,170",,,2010,Market Research Analysts and Marketing Specialists*,"31,630","43,230","79,920","100,070"
5456,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",15-1111,,440,"99,680",,,"92,760",,,2010,Computer and Information Research Scientists,"60,890","78,060","123,340","151,750"
5457,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",15-1121,,"18,600","84,180",,,"80,340",,,2010,Computer Systems Analysts,"49,100","62,770","99,710","122,620"
5458,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",15-1131,,"6,840","76,330",,,"74,980",,,2010,Computer Programmers,"41,970","57,450","94,240","113,330"
5459,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",15-1132,,"9,250","91,440",,,"88,610",,,2010,"Software Developers, Applications","55,150","71,960","106,460","130,150"
5460,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",15-1133,,"8,190","97,440",,,"90,230",,,2010,"Software Developers, Systems Software","56,980","70,480","113,310","145,340"
5461,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",15-1141,,"2,800","80,070",,,"81,350",,,2010,Database Administrators,"45,090","59,430","100,160","115,650"
5462,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",15-1142,,"7,180","76,450",,,"73,580",,,2010,Network and Computer Systems Administrators*,"46,910","57,880","92,400","112,980"
5463,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",15-2031,,"1,670","73,230",,,"69,120",,,2010,Operations Research Analysts,"41,810","52,810","90,990","112,790"
5464,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",15-2041,,350,"83,240",,,"86,430",,,2010,Statisticians,"40,740","58,780","106,830","121,240"
5465,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",17-2061,,"1,070","105,290",,,"101,500",,,2010,Computer Hardware Engineers,"68,950","86,030","122,840","151,780"
5466,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",43-9011,,"2,010","39,180",,,"38,010",,,2010,Computer Operators,"24,650","31,140","46,930","56,990"
5467,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",43-9021,,"3,890","28,720",,,"26,350",,,2010,Data Entry Keyers,"19,640","22,180","34,820","42,970"
5468,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",43-9111,,"1,120","25,980",,,"24,500",,,2010,Statistical Assistants,"20,320","21,830","28,850","33,960"
5469,GA,12060,"Atlanta-Sandy Springs-Marietta, GA",49-2011,,"3,220","41,850",,,"41,650",,,2010,"Computer, Automated Teller, and Office Machine Repairers","24,180","33,230","50,420","58,690"
5470,GA,12260,"Augusta-Richmond County, GA-SC",11-3021,,230,"102,960",,,"96,880",,,2010,Computer and Information Systems Managers,"64,740","77,470","120,580","148,780"
5471,GA,12260,"Augusta-Richmond County, GA-SC",13-1081,,100,"73,090",,,"66,650",,,2010,Logisticians,"46,950","55,760","88,120","108,850"
5472,GA,12260,"Augusta-Richmond County, GA-SC",13-1111,,680,"78,980",,,"69,000",,,2010,Management Analysts,"44,770","57,080","90,390","129,080"
5473,GA,12260,"Augusta-Richmond County, GA-SC",13-1161,,110,"58,820",,,"49,200",,,2010,Market Research Analysts and Marketing Specialists*,"22,680","33,500","72,340","114,720"
5474,GA,12260,"Augusta-Richmond County, GA-SC",15-1121,,460,"68,410",,,"66,040",,,2010,Computer Systems Analysts,"38,180","54,040","83,700","100,380"
5475,GA,12260,"Augusta-Richmond County, GA-SC",15-1131,,180,"67,650",,,"65,610",,,2010,Computer Programmers,"36,200","43,780","87,330","112,720"
5476,GA,12260,"Augusta-Richmond County, GA-SC",15-1132,,190,"84,230",,,"86,390",,,2010,"Software Developers, Applications","43,360","61,780","105,790","121,310"
5477,GA,12260,"Augusta-Richmond County, GA-SC",15-1133,,120,"88,800",,,"86,400",,,2010,"Software Developers, Systems Software","51,950","69,460","111,530","134,510"
5478,GA,12260,"Augusta-Richmond County, GA-SC",15-1141,,60,"73,770",,,"70,150",,,2010,Database Administrators,"42,360","54,400","89,210","121,870"
5479,GA,12260,"Augusta-Richmond County, GA-SC",15-1142,,300,"64,070",,,"65,150",,,2010,Network and Computer Systems Administrators*,"38,220","50,640","77,490","89,610"
5480,GA,12260,"Augusta-Richmond County, GA-SC",43-9011,,100,"31,570",,,"29,710",,,2010,Computer Operators,"22,410","25,250","37,420","45,600"
5481,GA,12260,"Augusta-Richmond County, GA-SC",43-9021,,240,"29,790",,,"29,350",,,2010,Data Entry Keyers,"17,970","20,860","38,300","41,930"
5482,GA,12260,"Augusta-Richmond County, GA-SC",49-2011,,130,"33,220",,,"34,120",,,2010,"Computer, Automated Teller, and Office Machine Repairers","19,140","26,620","39,140","45,150"
5483,GA,15260,"Brunswick, GA",13-1111,,130,"73,210",,,"73,400",,,2010,Management Analysts,"33,410","51,370","90,020","106,950"
5484,GA,17980,"Columbus, GA-AL",13-1081,,150,"62,760",,,"59,370",,,2010,Logisticians,"43,500","49,040","73,110","85,640"
5485,GA,17980,"Columbus, GA-AL",13-1111,,510,"68,750",,,"57,470",,,2010,Management Analysts,"43,040","49,030","70,290","109,480"
5486,GA,17980,"Columbus, GA-AL",13-1161,,120,"50,970",,,"48,270",,,2010,Market Research Analysts and Marketing Specialists*,"32,790","40,130","58,230","75,060"
5487,GA,17980,"Columbus, GA-AL",15-1121,,480,"61,850",,,"59,110",,,2010,Computer Systems Analysts,"36,940","47,270","73,860","93,190"
5488,GA,17980,"Columbus, GA-AL",15-1132,,290,0,,,0,,,2010,"Software Developers, Applications",0,0,0,0
5489,GA,17980,"Columbus, GA-AL",15-1133,,150,"77,670",,,"75,100",,,2010,"Software Developers, Systems Software","49,350","60,600","91,850","114,460"
5490,GA,17980,"Columbus, GA-AL",15-1141,,100,"79,910",,,"79,130",,,2010,Database Administrators,"44,410","56,530","96,970","116,730"
5491,GA,17980,"Columbus, GA-AL",15-1142,,190,"68,900",,,"68,960",,,2010,Network and Computer Systems Administrators*,"46,090","56,310","81,810","93,410"
5492,GA,17980,"Columbus, GA-AL",15-2031,,30,"60,270",,,"51,330",,,2010,Operations Research Analysts,"40,500","44,390","81,820","95,480"
5493,GA,17980,"Columbus, GA-AL",43-9011,,80,"33,430",,,"32,160",,,2010,Computer Operators,"24,380","27,500","40,030","45,330"
5494,GA,17980,"Columbus, GA-AL",43-9021,,110,"26,070",,,"24,970",,,2010,Data Entry Keyers,"15,900","21,300","32,070","37,200"
5495,GA,19140,"Dalton, GA",11-3021,,130,"97,400",,,"93,160",,,2010,Computer and Information Systems Managers,"54,330","63,660","121,770","156,090"
5496,GA,19140,"Dalton, GA",13-1111,,130,0,,,0,,,2010,Management Analysts,0,0,0,0
5497,GA,19140,"Dalton, GA",15-1121,,110,"61,220",,,"62,070",,,2010,Computer Systems Analysts,"43,690","51,870","70,680","78,910"
5498,GA,19140,"Dalton, GA",15-1131,,130,"55,910",,,"56,630",,,2010,Computer Programmers,"32,200","45,750","67,010","74,830"
5499,GA,19140,"Dalton, GA",15-1132,,0,"116,880",,,"102,260",,,2010,"Software Developers, Applications","46,700","83,660","131,490",145601
5500,GA,19140,"Dalton, GA",15-1133,,120,"87,660",,,"83,470",,,2010,"Software Developers, Systems Software","65,060","73,890","91,900","104,040"
5501,GA,19140,"Dalton, GA",15-1142,,100,"70,860",,,"68,130",,,2010,Network and Computer Systems Administrators*,"43,930","53,190","89,150","106,820"
5502,GA,19140,"Dalton, GA",43-9011,,180,"41,120",,,"41,760",,,2010,Computer Operators,"31,340","38,040","45,620","50,710"
5503,GA,19140,"Dalton, GA",43-9021,,100,"27,660",,,"25,300",,,2010,Data Entry Keyers,"20,080","21,960","33,780","38,860"
5504,GA,19140,"Dalton, GA",49-2011,,120,"26,910",,,"23,110",,,2010,"Computer, Automated Teller, and Office Machine Repairers","17,850","19,910","35,570","39,280"
5505,GA,23580,"Gainesville, GA",11-3021,,40,"91,160",,,"86,700",,,2010,Computer and Information Systems Managers,"62,440","71,960","102,380","122,660"
5506,GA,23580,"Gainesville, GA",13-1111,,130,"76,310",,,"58,260",,,2010,Management Analysts,"33,010","49,000","93,490","141,830"
5507,GA,23580,"Gainesville, GA",13-1161,,60,"58,200",,,"56,470",,,2010,Market Research Analysts and Marketing Specialists*,"31,840","40,760","70,410","89,900"
5508,GA,23580,"Gainesville, GA",15-1121,,60,"65,870",,,"64,610",,,2010,Computer Systems Analysts,"43,100","50,760","79,580","95,510"
5509,GA,23580,"Gainesville, GA",15-1131,,0,"53,340",,,"53,890",,,2010,Computer Programmers,"48,650","50,610","57,190","59,160"
5510,GA,23580,"Gainesville, GA",15-1142,,100,"75,160",,,"73,410",,,2010,Network and Computer Systems Administrators*,"51,180","60,580","81,680","89,020"
5511,GA,23580,"Gainesville, GA",43-9021,,0,"24,590",,,"25,140",,,2010,Data Entry Keyers,"16,560","19,940","28,720","31,070"
5512,GA,25980,"Hinesville-Fort Stewart, GA",13-1081,,80,"74,390",,,"71,110",,,2010,Logisticians,"47,460","57,410","87,290","103,630"
5513,GA,25980,"Hinesville-Fort Stewart, GA",13-1111,,110,"67,720",,,"61,840",,,2010,Management Analysts,"47,460","52,200","71,100","89,450"
5514,GA,25980,"Hinesville-Fort Stewart, GA",15-1121,,50,"66,560",,,"57,740",,,2010,Computer Systems Analysts,"42,260","47,080","86,730","105,300"
5515,GA,31420,"Macon, GA",11-3021,,80,"89,450",,,"83,920",,,2010,Computer and Information Systems Managers,"62,250","72,010","100,440","117,920"
5516,GA,31420,"Macon, GA",13-1081,,40,"68,020",,,"64,810",,,2010,Logisticians,"47,460","57,380","77,180","91,160"
5517,GA,31420,"Macon, GA",13-1111,,190,"86,390",,,"60,340",,,2010,Management Analysts,"37,810","45,950","93,090",145601
5518,GA,31420,"Macon, GA",13-1161,,120,"51,870",,,"49,330",,,2010,Market Research Analysts and Marketing Specialists*,"39,560","43,120","60,000","70,680"
5519,GA,31420,"Macon, GA",15-1121,,210,"64,910",,,"66,740",,,2010,Computer Systems Analysts,"38,450","52,580","78,140","90,590"
5520,GA,31420,"Macon, GA",15-1131,,100,"63,810",,,"61,250",,,2010,Computer Programmers,"40,660","49,070","80,990","90,930"
5521,GA,31420,"Macon, GA",15-1132,,70,"57,620",,,"59,150",,,2010,"Software Developers, Applications","25,840","28,370","74,600","102,150"
5522,GA,31420,"Macon, GA",15-1142,,140,"55,310",,,"53,620",,,2010,Network and Computer Systems Administrators*,"38,870","44,930","62,300","76,290"
5523,GA,31420,"Macon, GA",43-9011,,50,"32,390",,,"30,420",,,2010,Computer Operators,"21,640","25,480","36,270","51,450"
5524,GA,31420,"Macon, GA",43-9021,,0,"25,840",,,"22,630",,,2010,Data Entry Keyers,"17,400","20,150","32,850","38,420"
5525,GA,31420,"Macon, GA",49-2011,,140,"30,540",,,"29,100",,,2010,"Computer, Automated Teller, and Office Machine Repairers","20,110","24,680","36,730","42,690"
5526,GA,40660,"Rome, GA",11-3021,,40,"91,260",,,"88,540",,,2010,Computer and Information Systems Managers,"57,850","71,930","106,850","141,700"
5527,GA,40660,"Rome, GA",13-1111,,40,"66,940",,,"60,290",,,2010,Management Analysts,"44,880","51,250","71,670","94,490"
5528,GA,40660,"Rome, GA",15-1121,,120,"51,100",,,"48,680",,,2010,Computer Systems Analysts,"29,550","37,960","62,140","75,420"
5529,GA,40660,"Rome, GA",15-1132,,40,"52,680",,,"47,130",,,2010,"Software Developers, Applications","30,900","36,820","60,030","98,410"
5530,GA,40660,"Rome, GA",15-1142,,50,"48,640",,,"46,510",,,2010,Network and Computer Systems Administrators*,"32,300","39,640","57,810","69,670"
5531,GA,42340,"Savannah, GA",11-3021,,140,"87,870",,,"78,120",,,2010,Computer and Information Systems Managers,"49,220","60,790","109,360","135,010"
5532,GA,42340,"Savannah, GA",13-1081,,60,"61,840",,,"60,100",,,2010,Logisticians,"41,700","47,300","74,500","87,160"
5533,GA,42340,"Savannah, GA",13-1111,,440,"96,290",,,"77,200",,,2010,Management Analysts,"46,810","62,250","104,880",145601
5534,GA,42340,"Savannah, GA",13-1161,,100,"57,150",,,"53,440",,,2010,Market Research Analysts and Marketing Specialists*,"29,060","40,390","73,530","90,090"
5535,GA,42340,"Savannah, GA",15-1121,,280,"62,610",,,"61,220",,,2010,Computer Systems Analysts,"42,530","50,800","72,730","86,060"
5536,GA,42340,"Savannah, GA",15-1131,,40,"62,290",,,"55,860",,,2010,Computer Programmers,"33,350","48,190","81,190","101,550"
5537,GA,42340,"Savannah, GA",15-1132,,70,"67,260",,,"62,690",,,2010,"Software Developers, Applications","46,120","51,900","78,150","90,690"
5538,GA,42340,"Savannah, GA",15-1133,,30,"80,050",,,"81,040",,,2010,"Software Developers, Systems Software","62,980","73,320","88,150","93,190"
5539,GA,42340,"Savannah, GA",15-1141,,40,"67,020",,,"60,970",,,2010,Database Administrators,"34,680","49,740","92,500","104,970"
5540,GA,42340,"Savannah, GA",15-1142,,190,"59,680",,,"57,500",,,2010,Network and Computer Systems Administrators*,"40,330","46,420","71,070","83,940"
5541,GA,42340,"Savannah, GA",43-9011,,0,"31,770",,,"30,760",,,2010,Computer Operators,"16,650","18,960","42,920","54,250"
5542,GA,42340,"Savannah, GA",43-9021,,160,"26,900",,,"26,380",,,2010,Data Entry Keyers,"21,020","23,740","29,440","34,790"
5543,GA,42340,"Savannah, GA",49-2011,,120,"32,480",,,"29,410",,,2010,"Computer, Automated Teller, and Office Machine Repairers","21,830","25,060","37,060","47,050"
5544,GA,46660,"Valdosta, GA",13-1111,,50,"55,780",,,"53,150",,,2010,Management Analysts,"40,250","43,940","67,630","78,850"
5545,GA,46660,"Valdosta, GA",15-1121,,40,"56,380",,,"59,490",,,2010,Computer Systems Analysts,"33,310","36,880","72,980","83,250"
5546,GA,46660,"Valdosta, GA",15-1142,,50,"50,460",,,"47,080",,,2010,Network and Computer Systems Administrators*,"31,820","40,560","60,080","74,840"
5547,GA,46660,"Valdosta, GA",43-9021,,60,"24,320",,,"24,400",,,2010,Data Entry Keyers,"17,940","21,430","27,880","31,150"
5548,GA,46660,"Valdosta, GA",49-2011,,40,"33,030",,,"33,960",,,2010,"Computer, Automated Teller, and Office Machine Repairers","25,380","31,210","36,700","38,350"
5549,GA,47580,"Warner Robins, GA",11-3021,,100,"100,260",,,"102,200",,,2010,Computer and Information Systems Managers,"52,540","82,110","121,960","142,580"
5550,GA,47580,"Warner Robins, GA",13-1081,,"1,300","71,720",,,"71,100",,,2010,Logisticians,"49,030","59,310","80,290","92,730"
5551,GA,47580,"Warner Robins, GA",13-1111,,580,"77,100",,,"73,400",,,2010,Management Analysts,"52,200","61,680","86,870","105,460"
5552,GA,47580,"Warner Robins, GA",13-1161,,30,"56,120",,,"51,210",,,2010,Market Research Analysts and Marketing Specialists*,"35,170","40,670","63,250","92,300"
5553,GA,47580,"Warner Robins, GA",15-1121,,230,"70,020",,,"67,310",,,2010,Computer Systems Analysts,"41,930","57,550","83,180","101,170"
5554,GA,47580,"Warner Robins, GA",15-1131,,0,"65,670",,,"65,270",,,2010,Computer Programmers,"41,750","50,000","80,520","91,340"
5555,GA,47580,"Warner Robins, GA",15-1132,,270,"82,810",,,"85,040",,,2010,"Software Developers, Applications","53,410","65,830","101,870","113,330"
5556,GA,47580,"Warner Robins, GA",15-1133,,130,"97,380",,,"89,990",,,2010,"Software Developers, Systems Software","56,450","71,190","119,830","147,090"
5557,GA,47580,"Warner Robins, GA",15-1141,,50,"65,150",,,"65,210",,,2010,Database Administrators,"38,780","47,500","84,450","95,370"
5558,GA,47580,"Warner Robins, GA",15-1142,,110,"60,490",,,"57,680",,,2010,Network and Computer Systems Administrators*,"42,150","47,840","74,010","86,340"
5559,GA,47580,"Warner Robins, GA",43-9021,,150,"31,470",,,"29,260",,,2010,Data Entry Keyers,"25,080","26,630","34,890","43,150"
5560,HI,26180,"Honolulu, HI",11-3021,,460,"100,510",,,"94,990",,,2010,Computer and Information Systems Managers,"63,640","76,710","114,610","147,960"
5561,HI,26180,"Honolulu, HI",13-1081,,370,"72,390",,,"70,210",,,2010,Logisticians,"49,320","57,920","85,630","97,580"
5562,HI,26180,"Honolulu, HI",13-1111,,"1,530","76,670",,,"71,140",,,2010,Management Analysts,"44,330","55,130","90,330","123,170"
5563,HI,26180,"Honolulu, HI",13-1161,,410,"55,830",,,"48,640",,,2010,Market Research Analysts and Marketing Specialists*,"32,870","40,270","68,850","92,000"
5564,HI,26180,"Honolulu, HI",15-1111,,70,"103,490",,,"97,590",,,2010,Computer and Information Research Scientists,"72,560","88,350","128,230","137,500"
5565,HI,26180,"Honolulu, HI",15-1121,,930,"65,880",,,"64,700",,,2010,Computer Systems Analysts,"44,650","52,680","77,770","91,550"
5566,HI,26180,"Honolulu, HI",15-1131,,620,"70,390",,,"69,020",,,2010,Computer Programmers,"42,960","54,400","86,970","100,780"
5567,HI,26180,"Honolulu, HI",15-1132,,650,"74,750",,,"73,430",,,2010,"Software Developers, Applications","39,900","56,120","93,200","111,180"
5568,HI,26180,"Honolulu, HI",15-1133,,330,"87,230",,,"84,770",,,2010,"Software Developers, Systems Software","52,300","66,970","107,680","130,640"
5569,HI,26180,"Honolulu, HI",15-1141,,210,"71,010",,,"65,880",,,2010,Database Administrators,"41,090","51,460","86,490","117,030"
5570,HI,26180,"Honolulu, HI",15-1142,,"1,020","66,870",,,"64,940",,,2010,Network and Computer Systems Administrators*,"43,910","53,640","75,290","88,370"
5571,HI,26180,"Honolulu, HI",15-2031,,170,"78,460",,,"72,650",,,2010,Operations Research Analysts,"45,350","56,680","97,580","116,830"
5572,HI,26180,"Honolulu, HI",17-2061,,180,"81,600",,,"83,050",,,2010,Computer Hardware Engineers,"54,750","66,370","97,580","111,530"
5573,HI,26180,"Honolulu, HI",43-9011,,330,"43,340",,,"42,840",,,2010,Computer Operators,"27,550","33,480","52,920","60,820"
5574,HI,26180,"Honolulu, HI",43-9021,,560,"27,410",,,"25,290",,,2010,Data Entry Keyers,"18,270","21,510","32,860","39,730"
5575,HI,26180,"Honolulu, HI",43-9111,,60,"38,320",,,"38,420",,,2010,Statistical Assistants,"27,350","32,890","44,050","49,000"
5576,HI,26180,"Honolulu, HI",49-2011,,340,"39,490",,,"38,750",,,2010,"Computer, Automated Teller, and Office Machine Repairers","23,390","28,610","48,790","57,530"
5577,IA,11180,"Ames, IA",11-3021,,60,"99,150",,,"95,670",,,2010,Computer and Information Systems Managers,"71,930","81,750","114,280","133,670"
5578,IA,11180,"Ames, IA",13-1111,,60,"81,070",,,"71,990",,,2010,Management Analysts,"50,700","59,720","82,910","131,100"
5579,IA,11180,"Ames, IA",13-1161,,50,"54,550",,,"43,870",,,2010,Market Research Analysts and Marketing Specialists*,"26,240","30,150","73,060","107,470"
5580,IA,11180,"Ames, IA",15-1121,,60,"74,680",,,"70,330",,,2010,Computer Systems Analysts,"51,770","61,420","88,420","109,850"
5581,IA,11180,"Ames, IA",15-1131,,0,"59,330",,,"56,950",,,2010,Computer Programmers,"25,970","41,730","73,970","106,070"
5582,IA,11180,"Ames, IA",15-1132,,70,"58,720",,,"52,650",,,2010,"Software Developers, Applications","34,350","40,460","61,150","92,960"
5583,IA,11180,"Ames, IA",15-1133,,40,0,,,0,,,2010,"Software Developers, Systems Software",0,0,0,0
5584,IA,11180,"Ames, IA",15-1141,,30,0,,,0,,,2010,Database Administrators,0,0,0,0
5585,IA,11180,"Ames, IA",15-1142,,130,"62,290",,,"66,890",,,2010,Network and Computer Systems Administrators*,"40,180","51,360","78,670","78,680"
5586,IA,11180,"Ames, IA",15-2031,,0,"63,280",,,"59,350",,,2010,Operations Research Analysts,"43,360","51,140","68,190","98,050"
5587,IA,16300,"Cedar Rapids, IA",11-3021,,330,"105,960",,,"100,490",,,2010,Computer and Information Systems Managers,"73,870","85,310","120,070","152,210"
5588,IA,16300,"Cedar Rapids, IA",13-1081,,70,"59,840",,,"59,930",,,2010,Logisticians,"40,100","48,250","71,420","82,210"
5589,IA,16300,"Cedar Rapids, IA",13-1111,,270,"69,880",,,"67,780",,,2010,Management Analysts,"40,520","52,270","81,810","99,480"
5590,IA,16300,"Cedar Rapids, IA",13-1161,,290,"54,270",,,"49,410",,,2010,Market Research Analysts and Marketing Specialists*,"29,970","35,300","69,030","89,280"
5591,IA,16300,"Cedar Rapids, IA",15-1121,,460,"63,220",,,"59,700",,,2010,Computer Systems Analysts,"44,050","51,610","72,340","91,080"
5592,IA,16300,"Cedar Rapids, IA",15-1131,,650,"58,870",,,"56,730",,,2010,Computer Programmers,"38,190","44,830","73,890","85,780"
5593,IA,16300,"Cedar Rapids, IA",15-1132,,920,"65,750",,,"63,500",,,2010,"Software Developers, Applications","49,240","54,460","73,590","87,030"
5594,IA,16300,"Cedar Rapids, IA",15-1141,,100,"66,450",,,"67,250",,,2010,Database Administrators,"36,900","49,200","85,080","97,440"
5595,IA,16300,"Cedar Rapids, IA",15-1142,,440,"65,110",,,"63,120",,,2010,Network and Computer Systems Administrators*,"39,940","51,080","80,160","94,530"
5596,IA,16300,"Cedar Rapids, IA",15-2031,,180,0,,,0,,,2010,Operations Research Analysts,0,0,0,0
5597,IA,16300,"Cedar Rapids, IA",43-9011,,80,"36,370",,,"34,050",,,2010,Computer Operators,"23,560","27,900","45,630","53,120"
5598,IA,16300,"Cedar Rapids, IA",43-9021,,180,"27,650",,,"26,110",,,2010,Data Entry Keyers,"20,370","22,330","31,200","39,770"
5599,IA,16300,"Cedar Rapids, IA",43-9111,,60,"31,730",,,"31,710",,,2010,Statistical Assistants,"20,320","26,110","37,270","42,540"
5600,IA,16300,"Cedar Rapids, IA",49-2011,,120,"36,410",,,"34,610",,,2010,"Computer, Automated Teller, and Office Machine Repairers","22,480","27,380","42,840","53,200"
5601,IA,19340,"Davenport-Moline-Rock Island, IA-IL",11-3021,,350,"104,830",,,"93,830",,,2010,Computer and Information Systems Managers,"51,190","67,710","123,180",145601
5602,IA,19340,"Davenport-Moline-Rock Island, IA-IL",13-1081,,930,"77,480",,,"77,990",,,2010,Logisticians,"47,450","57,430","92,730","106,360"
5603,IA,19340,"Davenport-Moline-Rock Island, IA-IL",13-1111,,470,"78,320",,,"73,400",,,2010,Management Analysts,"43,250","57,420","91,680","115,480"
5604,IA,19340,"Davenport-Moline-Rock Island, IA-IL",13-1161,,290,"48,970",,,"46,250",,,2010,Market Research Analysts and Marketing Specialists*,"26,480","33,460","62,150","72,660"
5605,IA,19340,"Davenport-Moline-Rock Island, IA-IL",15-1121,,440,"77,440",,,"74,540",,,2010,Computer Systems Analysts,"49,960","60,690","94,140","111,110"
5606,IA,19340,"Davenport-Moline-Rock Island, IA-IL",15-1131,,360,"65,630",,,"61,280",,,2010,Computer Programmers,"43,180","53,160","73,230","93,430"
5607,IA,19340,"Davenport-Moline-Rock Island, IA-IL",15-1132,,400,"67,870",,,"71,640",,,2010,"Software Developers, Applications","18,290","48,710","89,540","111,190"
5608,IA,19340,"Davenport-Moline-Rock Island, IA-IL",15-1133,,260,"91,970",,,"91,560",,,2010,"Software Developers, Systems Software","57,480","69,580","116,120","131,460"
5609,IA,19340,"Davenport-Moline-Rock Island, IA-IL",15-1141,,100,"62,970",,,"59,130",,,2010,Database Administrators,"31,890","41,340","82,560","102,770"
5610,IA,19340,"Davenport-Moline-Rock Island, IA-IL",15-1142,,240,"59,790",,,"60,180",,,2010,Network and Computer Systems Administrators*,"34,160","47,870","71,920","85,640"
5611,IA,19340,"Davenport-Moline-Rock Island, IA-IL",43-9011,,50,"37,500",,,"37,590",,,2010,Computer Operators,"21,440","25,460","48,750","55,390"
5612,IA,19340,"Davenport-Moline-Rock Island, IA-IL",43-9021,,210,"26,930",,,"25,770",,,2010,Data Entry Keyers,"20,400","22,470","31,430","35,530"
5613,IA,19340,"Davenport-Moline-Rock Island, IA-IL",49-2011,,150,"32,910",,,"33,380",,,2010,"Computer, Automated Teller, and Office Machine Repairers","18,090","22,590","39,570","50,390"
5614,IA,19780,"Des Moines-West Des Moines, IA",11-3021,,990,"111,350",,,"109,230",,,2010,Computer and Information Systems Managers,"77,680","92,800","130,100","157,200"
5615,IA,19780,"Des Moines-West Des Moines, IA",13-1081,,150,"59,950",,,"57,060",,,2010,Logisticians,"47,470","51,060","66,970","77,010"
5616,IA,19780,"Des Moines-West Des Moines, IA",13-1111,,"2,460","68,280",,,"65,030",,,2010,Management Analysts,"42,460","51,800","81,470","95,450"
5617,IA,19780,"Des Moines-West Des Moines, IA",13-1161,,"1,240","53,510",,,"48,710",,,2010,Market Research Analysts and Marketing Specialists*,"30,750","37,510","66,900","86,030"
5618,IA,19780,"Des Moines-West Des Moines, IA",15-1121,,"1,900","73,510",,,"73,040",,,2010,Computer Systems Analysts,"46,710","58,150","87,830","101,980"
5619,IA,19780,"Des Moines-West Des Moines, IA",15-1131,,"1,240","70,290",,,"68,720",,,2010,Computer Programmers,"46,960","57,350","83,360","95,600"
5620,IA,19780,"Des Moines-West Des Moines, IA",15-1132,,"1,890","76,080",,,"74,170",,,2010,"Software Developers, Applications","52,780","63,530","88,020","103,200"
5621,IA,19780,"Des Moines-West Des Moines, IA",15-1133,,490,"78,430",,,"79,290",,,2010,"Software Developers, Systems Software","48,500","65,110","93,130","108,480"
5622,IA,19780,"Des Moines-West Des Moines, IA",15-1141,,520,"78,320",,,"84,650",,,2010,Database Administrators,"49,000","68,860","90,600","95,910"
5623,IA,19780,"Des Moines-West Des Moines, IA",15-1142,,"1,830","69,440",,,"69,060",,,2010,Network and Computer Systems Administrators*,"45,020","55,380","81,590","97,320"
5624,IA,19780,"Des Moines-West Des Moines, IA",15-2031,,490,"58,920",,,"57,710",,,2010,Operations Research Analysts,"40,830","47,620","68,190","80,190"
